carat,cut,color,clarity,x,y,z,depth,table,price
0.53,Very Good,D,VVS2,5.23,5.31,3.19,60.5,57,2542
0.41,Ideal,D,SI1,4.79,4.78,2.95,61.7,54,1015
0.41,Ideal,F,VS1,4.8,4.83,2.96,61.5,55,1180
1.15,Ideal,G,VVS2,6.69,6.72,4.18,62.5,53,8592
0.52,Premium,E,SI1,5.2,5.24,3.15,60.3,58,1369
0.6,Ideal,D,VS2,5.49,5.53,3.33,60.4,57,2019
1.02,Ideal,G,SI2,6.52,6.47,3.99,61.4,56,4255
0.7,Ideal,F,VS2,5.72,5.75,3.52,61.4,56,3064
0.7,Ideal,J,VS2,5.73,5.76,3.55,61.8,53,1874
0.52,Ideal,I,SI1,5.17,5.19,3.2,61.8,54,950
1.57,Ideal,G,VS1,7.53,7.47,4.64,61.9,55,13462
1.58,Premium,F,SI2,7.68,7.59,4.51,59.1,59,6194
0.33,Premium,F,SI2,4.43,4.4,2.75,62.3,58,557
0.31,Ideal,D,SI2,4.34,4.3,2.7,62.5,55,593
0.7,Ideal,I,SI1,5.63,5.68,3.55,62.8,56,2417
0.3,Fair,F,VS2,4.31,4.19,2.74,64.5,55,662
1,Good,G,VS2,6.38,6.33,4.05,63.7,59,5484
1.2,Good,I,SI1,6.51,6.57,4.25,65,59,5040
0.31,Ideal,H,VVS2,4.34,4.36,2.69,61.8,56,625
0.7,Ideal,E,SI1,5.71,5.74,3.53,61.7,55,2745
1.01,Very Good,G,SI1,6.37,6.35,4.02,63.3,57,4185
1.07,Premium,G,SI2,6.58,6.51,4.12,62.9,59,4401
2,Premium,D,SI2,8.02,8,4.98,61.9,59,13098
0.53,Ideal,H,VS2,5.23,5.25,3.23,61.6,55,1427
0.91,Good,G,VS1,6.11,6.03,3.86,63.6,60,4209
0.72,Very Good,F,VS1,5.79,5.84,3.5,60.2,59,2846
0.3,Very Good,D,VS2,4.25,4.29,2.68,62.8,57,710
1.15,Very Good,H,SI1,6.68,6.71,4.18,62.4,57,5270
1.57,Ideal,J,SI1,7.5,7.46,4.64,62,56,7640
0.51,Premium,E,SI2,5.22,5.19,3.14,60.3,56,1205
0.65,Premium,D,VVS2,5.69,5.63,3.39,59.9,58,3003
0.7,Very Good,F,SI1,5.64,5.68,3.49,61.7,59,2313
0.4,Very Good,F,VS1,4.75,4.79,2.88,60.4,58,868
0.33,Ideal,F,VVS1,4.42,4.47,2.75,61.9,56,955
1.5,Premium,I,SI1,7.33,7.22,4.53,62.3,58,6888
1.31,Ideal,J,SI1,6.95,7.04,4.37,62.5,56,6337
0.71,Ideal,E,SI1,5.77,5.81,3.49,60.3,57,2590
1.12,Ideal,H,SI1,6.64,6.68,4.12,61.9,57,5521
1.54,Premium,D,VS2,7.61,7.55,4.5,59.4,59,11795
0.95,Premium,F,SI1,6.24,6.13,3.89,62.9,59,4682
0.32,Very Good,F,VVS1,4.37,4.41,2.7,61.6,56,886
1.58,Good,I,VS1,7.59,7.66,4.47,58.6,62,9775
0.3,Ideal,E,VS2,4.29,4.32,2.68,62.3,57,658
1.5,Ideal,G,SI1,7.36,7.32,4.53,61.7,56,10219
0.31,Very Good,I,VVS1,4.3,4.32,2.68,62.2,60,571
0.44,Very Good,H,IF,4.91,4.94,3.01,61.1,57,1194
1.33,Premium,I,VS2,7.02,6.99,4.38,62.5,61,6316
0.34,Premium,E,VVS1,4.48,4.43,2.75,61.7,58,1084
0.72,Good,F,SI1,5.75,5.8,3.49,60.4,61,2446
0.28,Very Good,G,VVS2,4.16,4.19,2.6,62.3,56,522
0.24,Very Good,E,VVS2,3.96,3.99,2.48,62.4,58,552
0.71,Ideal,F,VS1,5.74,5.76,3.58,62.3,55,3281
0.74,Ideal,D,SI2,5.81,5.84,3.56,61.1,57,2690
0.3,Ideal,F,VS1,4.36,4.32,2.66,61.3,55,731
0.71,Good,G,VS1,5.85,5.92,3.42,58.1,59,2628
0.31,Very Good,G,VS1,4.33,4.29,2.73,63.3,56,802
0.24,Very Good,D,VVS2,4.04,4.07,2.38,58.7,61,485
0.64,Premium,E,VVS2,5.56,5.51,3.44,62.1,58,2870
0.71,Ideal,E,SI1,5.72,5.76,3.55,61.8,57,2717
0.65,Very Good,G,SI1,5.5,5.58,3.43,62,58,1828
1.5,Very Good,G,SI1,7.21,7.28,4.51,62.2,58,9515
1.01,Good,E,VVS1,6.31,6.34,3.99,63.1,59,10567
0.33,Premium,H,VS1,4.52,4.48,2.7,60,61,743
1.01,Ideal,H,SI1,6.42,6.48,3.99,61.9,58,4767
0.72,Ideal,I,VS2,5.74,5.72,3.57,62.1,58,2347
0.53,Ideal,D,VS2,5.26,5.29,3.22,61,56,1659
0.55,Very Good,F,VVS2,5.2,5.22,3.25,62.4,59,2147
1.35,Ideal,G,VS1,7.02,7.07,4.42,62.7,57,10656
1.04,Ideal,G,VS1,6.57,6.61,4,60.7,55,7655
0.55,Ideal,J,SI1,5.31,5.34,3.25,61,56,1101
0.74,Ideal,J,VS1,5.77,5.83,3.57,61.6,57,2154
0.33,Ideal,I,SI1,4.44,4.4,2.77,62.7,56,572
0.43,Ideal,G,VS1,4.84,4.86,3,61.9,55,943
0.43,Ideal,G,VS1,4.84,4.86,3,61.9,55,943
0.71,Very Good,E,VS2,5.62,5.66,3.6,63.8,58,2804
1.19,Very Good,I,SI1,6.82,6.7,4.27,63.2,58,4665
1.21,Premium,G,VS2,6.84,6.81,4.2,61.5,58,7792
1,Good,H,SI1,6.34,6.37,4.03,63.4,56,4389
0.53,Good,D,SI2,5.14,5.1,3.27,63.9,55,1318
1,Very Good,F,VS1,6.58,6.47,3.81,58.4,63,6021
1.07,Ideal,G,VVS2,6.51,6.55,4.1,62.8,54,8212
1,Fair,D,SI2,6.34,6.28,4.07,64.5,54,4312
0.4,Premium,E,SI2,4.7,4.75,2.9,61.4,59,666
1.08,Good,D,SI1,6.39,6.47,4.1,63.8,59,5821
0.3,Premium,G,VS1,4.33,4.3,2.6,60.3,62,776
1.04,Very Good,H,SI1,6.42,6.48,4.01,62.2,57,4791
0.9,Premium,E,VS2,6.19,6.16,3.79,61.4,57,4435
0.53,Ideal,F,VVS2,5.18,5.22,3.22,61.9,56,2160
0.39,Very Good,F,VS1,4.86,4.91,2.79,57.1,61,1000
0.33,Ideal,G,VS1,4.43,4.45,2.77,62.4,56,666
0.7,Fair,F,VS2,5.63,5.58,3.66,65.3,55,2762
0.58,Ideal,I,VVS1,5.32,5.34,3.31,62.1,56,1680
0.37,Very Good,E,VS1,4.68,4.71,2.83,60.2,56,925
0.76,Ideal,E,VS2,5.84,5.86,3.6,61.5,59,3497
0.31,Premium,G,VS1,4.44,4.41,2.65,59.9,59,770
0.53,Very Good,F,SI1,5.22,5.24,3.23,61.7,55,1370
1.01,Premium,H,SI1,6.41,6.35,3.98,62.4,58,4513
0.97,Ideal,I,I1,6.4,6.43,3.95,61.6,53,2239
1.02,Premium,D,VVS2,6.46,6.43,3.96,61.4,58,10773
0.55,Premium,G,VS2,5.29,5.24,3.28,62.3,56,1668
0.3,Ideal,F,VS2,4.35,4.39,2.66,60.9,56,573
1.81,Premium,E,SI2,8.09,8.02,4.69,58.2,61,13561
0.3,Premium,G,VS2,4.33,4.3,2.67,61.9,58,675
0.7,Very Good,F,SI1,5.66,5.69,3.53,62.2,58,2230
0.3,Premium,G,VVS2,4.29,4.26,2.69,62.9,58,819
1.2,Premium,G,VS1,6.82,6.8,4.25,62.4,58,8602
0.34,Premium,D,SI1,4.43,4.47,2.76,62,58,584
0.24,Premium,E,VVS1,4.01,4.03,2.44,60.7,58,553
1.01,Very Good,I,SI2,6.37,6.42,4.02,62.9,55,4171
0.32,Very Good,D,SI1,4.49,4.54,2.63,58.3,58,589
0.32,Very Good,E,VS1,4.43,4.45,2.71,61.1,59.8,792
0.61,Good,F,VS2,5.29,5.32,3.34,63,64.2,1971
1.24,Ideal,I,VS2,6.9,6.87,4.27,62,55,6076
0.9,Very Good,F,SI2,6.09,6.16,3.86,63,56,3368
0.72,Premium,F,SI2,5.83,5.8,3.52,60.5,59,2298
0.69,Premium,I,SI1,5.66,5.63,3.5,62,59,1636
0.81,Premium,H,VVS2,5.92,5.89,3.71,62.8,58,3266
1.67,Ideal,F,SI2,7.6,7.63,4.75,62.4,54,11341
0.33,Ideal,G,VVS1,4.48,4.45,2.77,62,56,1114
0.33,Ideal,G,VVS1,4.48,4.45,2.77,62,56,1114
2,Premium,G,SI2,8.07,8,4.83,60.1,62,15485
0.44,Ideal,D,VS1,4.92,4.85,3.01,61.6,56,1294
0.51,Ideal,D,VS2,5.16,5.18,3.16,61.2,55,1787
0.61,Very Good,H,VVS2,5.46,5.5,3.36,61.4,57,1970
1.03,Very Good,G,VS2,6.43,6.45,4.05,62.9,56,6164
1.05,Premium,H,VS2,6.57,6.53,4,61.1,58,5323
1.16,Very Good,I,SI1,6.67,6.76,4.21,62.7,57,4785
1.55,Ideal,G,VS1,7.37,7.42,4.58,62,57,14174
0.5,Ideal,D,VS2,5.14,5.16,3.18,61.7,53,1678
0.31,Ideal,E,VVS1,4.36,4.38,2.67,61.1,56,863
0.3,Premium,E,VS2,4.4,4.36,2.63,60,60,844
0.9,Very Good,E,SI1,6.11,6.16,3.79,61.8,59,4165
0.3,Fair,E,SI1,4.28,4.25,2.75,64.5,49,630
0.5,Very Good,E,SI1,5.06,5.03,3.19,63.2,57,1415
1.01,Ideal,H,VS2,6.35,6.4,3.97,62.3,57,4821
1.17,Very Good,H,SI2,6.72,6.64,4.22,63.1,58,4455
1.1,Premium,E,VVS2,6.76,6.69,4.04,60.1,58,10577
1.01,Good,F,SI1,6.37,6.31,4.03,63.6,58,4989
0.7,Very Good,I,VS1,5.7,5.73,3.54,61.9,58,2304
0.66,Ideal,H,SI1,5.63,5.66,3.48,61.6,55,1936
1.02,Very Good,E,SI1,6.43,6.37,4.04,63.1,57,4524
0.61,Ideal,I,VVS1,5.41,5.45,3.36,61.9,56,2048
1.01,Ideal,G,SI1,6.47,6.41,4.05,62.9,54,4672
0.41,Ideal,E,VVS2,4.79,4.82,2.93,61,56,1187
1.02,Ideal,H,SI1,6.4,6.46,3.98,61.9,57,4924
0.55,Very Good,G,VS1,5.25,5.3,3.27,62,57,1786
0.3,Premium,F,VVS1,4.24,4.28,2.64,62,59,868
0.64,Very Good,E,VS2,5.59,5.62,3.39,60.5,58.1,2222
2.03,Good,I,SI1,8.04,7.93,5.01,62.7,61,15339
0.72,Ideal,J,VS2,5.76,5.8,3.55,61.4,57,2099
0.33,Very Good,G,SI2,4.41,4.46,2.79,62.9,55,434
0.34,Ideal,H,VVS1,4.46,4.48,2.77,62,54,775
1.03,Premium,H,VS2,6.53,6.46,3.96,61,58,5579
0.52,Ideal,F,VVS1,5.14,5.16,3.21,62.3,56,2333
0.63,Ideal,D,VS2,5.5,5.52,3.42,62.1,55,2373
0.4,Very Good,E,VS2,4.73,4.74,2.98,62.9,55,912
0.52,Ideal,H,VS1,5.21,5.17,3.2,61.7,55,1790
1.05,Premium,E,IF,6.7,6.66,3.94,59,58,11946
1.32,Ideal,G,VS1,6.97,7.05,4.32,61.6,57,12094
0.7,Good,H,VS2,5.64,5.6,3.59,63.9,59,2351
1.04,Premium,G,VS2,6.53,6.42,3.95,61,59,6564
1.11,Ideal,H,SI2,6.61,6.64,4.11,62,54,4578
0.57,Ideal,E,VVS2,5.37,5.36,3.27,61,57,2507
0.61,Ideal,G,SI1,5.46,5.49,3.36,61.4,56,1659
0.5,Very Good,D,SI1,5.04,5.1,3.22,63.5,57,1337
1,Very Good,I,VS2,6.28,6.34,4.04,64,54,4739
1.01,Very Good,F,SI1,6.35,6.43,4.01,62.8,58,4759
0.65,Ideal,H,VVS2,5.56,5.6,3.44,61.6,58,2210
1.07,Premium,G,VS1,6.76,6.65,3.93,58.6,60,6730
1.03,Very Good,G,SI1,6.5,6.54,3.98,61,58,4746
0.31,Ideal,I,VVS1,4.36,4.41,2.7,61.6,55,557
0.48,Fair,G,VVS2,4.95,4.9,3.2,65,54,1367
0.41,Ideal,J,VS1,4.81,4.84,2.96,61.3,57,648
1.02,Ideal,G,SI2,6.42,6.44,4.03,62.7,57,4291
0.25,Very Good,E,VVS2,3.97,4.01,2.53,63.4,58,575
2.02,Premium,I,SI2,8.18,8.08,4.99,61.4,57,13642
0.55,Ideal,G,VS2,5.25,5.23,3.27,62.4,56,1556
1.25,Ideal,J,SI1,6.86,6.92,4.3,62.4,57,5252
0.61,Ideal,D,SI1,5.44,5.47,3.38,62,55,1927
0.34,Good,E,SI2,4.43,4.46,2.83,63.7,55,477
0.71,Very Good,I,SI1,5.69,5.72,3.54,62,56,2098
1.53,Ideal,H,VVS2,7.39,7.35,4.56,61.9,57,12848
0.3,Premium,I,SI1,4.33,4.3,2.65,61.4,58,506
1.14,Very Good,E,VS1,6.63,6.61,4.18,63.1,59,8315
0.71,Ideal,D,VS1,5.7,5.73,3.55,62.1,57,3801
1.25,Ideal,G,VS2,6.93,6.86,4.3,62.4,55,9030
2,Very Good,H,SI1,8.03,7.96,5.06,63.3,59,17760
0.74,Ideal,F,VS1,5.79,5.76,3.6,62.3,56,3170
0.34,Ideal,D,VS2,4.49,4.52,2.81,62.4,53,805
0.24,Very Good,E,VVS2,4.05,4.07,2.39,58.9,63,485
0.33,Premium,E,VVS1,4.51,4.47,2.7,60.1,58,1052
1.01,Very Good,E,VS2,6.45,6.49,3.91,60.4,57,6577
2.04,Very Good,I,SI1,7.97,7.86,5.03,63.6,60,16420
0.54,Ideal,G,SI1,5.24,5.27,3.24,61.7,55,1187
0.73,Ideal,F,VS1,5.71,5.77,3.61,62.9,56,3135
1.01,Premium,E,VS2,6.38,6.33,3.96,62.3,59,5430
0.31,Ideal,G,VVS2,4.35,4.32,2.72,62.7,57,846
0.41,Ideal,D,SI1,4.73,4.79,2.94,61.8,58,1399
1.23,Very Good,H,SI1,6.72,6.78,4.27,63,55,5665
0.54,Premium,F,VS2,5.35,5.29,3.16,59.4,57,1786
0.5,Ideal,D,VS2,5.1,5.13,3.19,62.4,55,1635
1.22,Ideal,J,VS1,6.85,6.87,4.21,61.4,58,6201
0.31,Premium,G,SI2,4.4,4.37,2.69,61.3,58,523
0.32,Ideal,D,VS2,4.37,4.41,2.69,61.3,56,758
0.9,Good,J,VS2,6.32,6.35,3.67,57.9,63,3423
0.32,Very Good,G,VS1,4.41,4.45,2.71,61.2,62,602
0.32,Very Good,G,VS2,4.31,4.35,2.72,62.8,58,561
0.28,Ideal,F,VS2,4.18,4.23,2.6,61.8,54,490
0.57,Very Good,D,SI2,5.26,5.3,3.32,62.9,57,1413
0.7,Very Good,D,VVS2,5.7,5.75,3.5,61.1,57,3622
0.91,Very Good,E,SI1,6.13,6.17,3.92,63.7,59,4188
0.35,Ideal,F,VVS2,4.56,4.52,2.82,62.1,56,956
0.55,Premium,E,SI2,5.37,5.31,3.12,58.4,61,1134
0.78,Very Good,F,VS1,5.84,5.89,3.71,63.3,56,3563
1.27,Premium,I,VS1,6.92,6.87,4.29,62.2,59,6532
0.26,Ideal,F,IF,4.07,4.11,2.52,61.6,56,657
0.77,Very Good,G,SI1,5.95,6.03,3.5,58.4,63,2635
1.11,Ideal,G,VS2,6.65,6.68,4.08,61.2,56,6857
0.7,Ideal,H,SI2,5.73,5.65,3.45,60.6,54,1715
0.23,Very Good,E,VVS2,3.91,3.94,2.39,60.8,61,505
0.75,Ideal,G,VS2,5.93,5.91,3.59,60.6,55,2939
0.76,Premium,F,SI1,5.79,5.77,3.61,62.5,59,2443
0.53,Ideal,D,IF,5.27,5.21,3.22,61.5,54,3517
0.3,Very Good,E,VVS2,4.27,4.31,2.61,60.8,60,789
0.93,Good,G,SI1,6.14,6.09,3.9,63.8,58,4375
0.9,Very Good,F,VS1,6.15,6.19,3.83,62.1,58,4898
0.4,Ideal,G,VVS1,4.77,4.8,2.93,61.2,56,1043
0.4,Premium,F,SI1,4.77,4.72,2.94,62,56,945
0.51,Ideal,E,VS2,5.13,5.18,3.18,61.7,54,1656
0.37,Premium,D,SI1,4.64,4.61,2.82,61,62,874
0.43,Ideal,G,VVS1,4.87,4.85,2.99,61.5,56,1264
0.34,Good,I,SI1,4.48,4.43,2.84,63.7,54,574
0.52,Ideal,D,SI1,5.13,5.16,3.2,62.2,57,1600
0.7,Premium,E,SI2,5.69,5.64,3.56,62.8,59,2475
0.5,Very Good,G,VVS2,5.1,5.06,3.22,63.4,57,1806
0.41,Premium,J,VVS1,4.75,4.71,2.94,62.2,59,994
0.77,Ideal,I,VS1,5.9,5.93,3.63,61.4,56,3066
0.34,Premium,F,VS1,4.59,4.55,2.74,60,59,725
1,Very Good,F,SI2,6.3,6.39,3.99,62.9,59,4081
1.71,Good,G,SI2,7.54,7.5,4.79,63.7,57,6847
0.56,Ideal,G,SI1,5.25,5.27,3.26,62,57,1631
0.37,Ideal,H,IF,4.65,4.67,2.88,61.8,55,936
1.24,Premium,F,VS1,6.87,6.83,4.28,62.5,58,10033
0.59,Ideal,I,SI1,5.41,5.39,3.33,61.7,55,1352
1.5,Ideal,J,VVS1,7.3,7.32,4.55,62.2,59,9814
0.43,Premium,G,VS1,4.88,4.83,3,61.8,59,1008
0.76,Ideal,D,VS1,5.84,5.87,3.63,62,56,4243
0.51,Ideal,D,VS2,5.14,5.11,3.17,61.9,56,1882
1.09,Good,F,SI2,6.64,6.69,4.02,60.3,61,4698
1.1,Ideal,F,I1,6.61,6.65,4.1,61.8,56,3678
0.41,Good,F,SI1,4.91,4.96,2.88,58.4,58,676
0.54,Very Good,H,SI1,5.22,5.27,3.2,61,57,1248
0.35,Ideal,F,VVS1,4.55,4.58,2.8,61.3,55,1096
0.5,Good,D,SI2,5.09,5.02,3.22,63.7,60,925
0.31,Ideal,D,SI2,4.35,4.27,2.7,62.6,57,593
1.14,Ideal,G,SI2,6.78,6.71,4.15,61.5,55,5675
0.93,Premium,H,SI2,6.16,6.11,3.86,63,59,3437
0.36,Ideal,H,VS2,4.59,4.63,2.83,61.4,57,587
0.36,Ideal,G,IF,4.59,4.62,2.83,61.5,56,985
0.56,Ideal,F,VVS2,5.28,5.32,3.28,61.9,56,2298
0.91,Ideal,G,SI2,6.25,6.28,3.82,61,57,4360
1.2,Ideal,G,SI1,6.85,6.88,4.23,61.6,57,7372
0.43,Ideal,F,VVS1,4.89,4.93,2.96,60.3,59,1261
1.05,Ideal,I,SI1,6.6,6.58,3.98,60.4,57,3822
0.43,Premium,D,SI1,4.88,4.83,2.96,61,58,993
2.01,Very Good,I,VS1,8.14,8.11,4.86,59.8,63,17068
0.32,Ideal,G,VVS1,4.42,4.44,2.72,61.4,57,814
0.53,Ideal,G,VS2,5.25,5.21,3.18,60.9,56,1807
0.9,Good,G,VS1,6.09,6.14,3.91,63.9,60,4479
0.7,Fair,G,SI2,5.55,5.6,3.43,61.5,66,1999
1.2,Very Good,E,SI1,6.75,6.69,4.25,63.2,57,6373
0.3,Very Good,J,VS1,4.24,4.28,2.67,62.7,59,394
0.34,Ideal,F,VS2,4.48,4.5,2.74,61,57,686
0.34,Very Good,G,SI1,4.45,4.52,2.76,61.5,56,507
1.55,Premium,G,SI1,7.47,7.45,4.46,59.8,59,9600
0.7,Very Good,H,VS1,5.62,5.66,3.57,63.3,59,2484
1.13,Ideal,G,VVS2,6.67,6.71,4.12,61.5,57,8889
0.35,Ideal,H,VVS1,4.55,4.57,2.81,61.6,55,773
1.09,Premium,I,SI1,6.59,6.53,4.05,61.7,59,4273
0.82,Very Good,E,SI1,5.95,6,3.77,63.1,58,3282
0.55,Ideal,G,VS1,5.25,5.28,3.23,61.3,57,1667
0.43,Good,E,SI1,4.78,4.84,3.04,63.2,57,739
1.55,Ideal,I,SI2,7.49,7.46,4.54,60.7,60,8056
0.51,Very Good,E,SI1,5.06,5.12,3.2,62.9,55,1284
0.24,Very Good,F,VVS1,3.98,4,2.46,61.7,56,485
0.59,Premium,G,VS2,5.39,5.34,3.36,62.6,56,1717
1.26,Ideal,G,VS1,6.96,7.03,4.31,61.6,56,9078
0.47,Fair,E,VS2,5.19,5.14,2.91,56.3,64,1075
1.02,Premium,G,VS2,6.45,6.4,4.03,62.7,58,6169
0.32,Premium,H,VS2,4.47,4.5,2.67,59.5,58,505
0.38,Very Good,I,VS2,4.65,4.68,2.88,61.7,56,680
0.51,Premium,F,VS2,5.1,5.06,3.2,63,55,1574
0.54,Ideal,H,VVS1,5.25,5.21,3.2,61.2,57,1814
1.02,Very Good,F,SI2,6.53,6.57,3.93,60,57,4373
0.25,Ideal,F,VS1,4.04,4.08,2.48,61.1,58,595
0.78,Ideal,H,VVS2,5.9,5.94,3.65,61.7,55,3015
1.01,Good,H,VS1,6.3,6.34,4.03,63.8,59,5416
0.83,Premium,G,SI1,6.02,5.99,3.7,61.6,59,2975
0.71,Ideal,J,VS2,5.7,5.75,3.55,62,56,2052
0.31,Very Good,G,VS2,4.32,4.29,2.73,63.4,59,698
2.24,Very Good,I,SI2,8.37,8.43,5.18,61.7,57.7,16558
0.7,Very Good,E,VVS1,5.67,5.81,3.5,60.9,59,3724
0.71,Good,G,SI2,5.6,5.54,3.55,63.6,58,1816
0.33,Ideal,G,VS2,4.47,4.45,2.79,62.6,57,743
2.02,Premium,G,SI2,8.29,8.21,4.96,60.1,59,17099
0.97,Very Good,G,SI1,6.4,6.46,3.87,60.2,61,4140
0.39,Premium,G,SI1,4.75,4.7,2.9,61.4,56,936
0.32,Premium,D,SI1,4.43,4.4,2.66,60.2,58,756
1.01,Ideal,G,VVS2,6.36,6.39,3.95,62,58,7597
0.5,Very Good,F,VVS2,5.01,5.05,3.17,63,57,2052
1.61,Premium,F,SI1,7.5,7.43,4.69,62.9,59,8024
1.26,Ideal,H,SI2,6.99,6.95,4.25,61,56,5998
0.5,Good,D,VS1,5.01,5.08,3.24,64.2,55,1701
2.05,Ideal,J,SI1,8.17,8.24,4.95,60.3,60,14037
0.33,Ideal,H,SI2,4.45,4.5,2.74,61.2,54,448
1.14,Premium,F,VVS1,6.87,6.8,4.06,59.4,59,11549
0.31,Good,E,IF,4.28,4.22,2.73,64.2,60,1052
1.62,Premium,G,VS2,7.54,7.49,4.68,62.3,58,13702
0.77,Ideal,G,VS1,5.89,5.93,3.69,62.4,54,3176
0.31,Ideal,F,VVS2,4.37,4.41,2.73,62.2,53,706
1.1,Premium,F,VS1,6.7,6.64,4.06,60.9,61,7762
0.4,Very Good,F,VS1,4.74,4.77,2.87,60.4,61,982
1.11,Premium,I,I1,6.65,6.58,4.09,61.8,59,3183
0.3,Ideal,F,VVS1,4.3,4.33,2.67,61.9,56,814
1.11,Very Good,I,SI1,6.58,6.64,4.09,61.9,59,4273
1.2,Ideal,I,SI1,6.8,6.85,4.25,62.3,53,5694
0.57,Premium,E,IF,5.43,5.38,3.23,59.8,60,2753
1.02,Premium,F,SI2,6.42,6.33,3.95,62,59,4238
0.56,Good,F,SI1,5.24,5.29,3.33,63.2,56,1340
0.5,Ideal,F,SI2,5.08,5.11,3.16,62,58,1095
0.76,Ideal,D,SI1,5.88,5.92,3.66,62,57,3306
0.35,Ideal,G,VVS2,4.62,4.59,2.82,61.2,55,1092
1.13,Ideal,E,VVS1,6.66,6.71,4.13,61.8,57,13485
0.32,Premium,G,SI1,4.43,4.46,2.65,59.6,60,477
1.01,Premium,G,VS2,6.46,6.37,3.92,61.1,60,5701
0.32,Premium,G,VS2,4.34,4.39,2.71,62.1,60,561
0.71,Very Good,I,VS2,5.68,5.72,3.55,62.3,58,2052
1.68,Good,E,I1,7.48,7.44,4.8,64.3,60,5871
2.04,Premium,I,I1,8.3,8.25,4.91,59.3,61,8408
0.51,Ideal,E,SI1,5.15,5.17,3.17,61.4,56,1377
0.7,Ideal,F,SI1,5.67,5.68,3.55,62.6,55,2662
1.02,Fair,D,SI1,6.08,6.01,4.27,70.6,57,4398
0.71,Premium,E,VS2,5.79,5.76,3.59,62.2,59,3101
1.66,Very Good,G,SI2,7.73,7.79,4.54,58.5,62,9123
0.37,Premium,F,VS2,4.63,4.67,2.82,60.6,58,746
0.84,Very Good,F,SI1,5.95,6,3.81,63.8,57,2885
0.63,Ideal,F,VVS2,5.47,5.51,3.4,61.9,57,2835
1.1,Premium,G,VS2,6.71,6.75,4.05,60.2,58,6534
1.7,Premium,I,VVS2,7.62,7.67,4.71,61.7,57.4,13127
1.01,Good,F,VS2,6.24,6.31,4.03,64.2,54,5616
1.22,Ideal,F,SI2,6.84,6.9,4.24,61.7,54.9,6132
1.21,Ideal,F,SI2,6.87,6.82,4.23,61.8,57,6105
0.34,Premium,D,SI1,4.45,4.42,2.78,62.7,59,803
1.01,Premium,E,SI2,6.49,6.46,3.91,60.4,60,4878
0.5,Premium,E,VS2,5.1,5.05,3.11,61.3,59,1746
1.35,Ideal,G,VS1,7.09,7.05,4.4,62.2,57,10244
1.71,Ideal,G,VVS2,7.66,7.63,4.75,62.1,55,18768
0.43,Ideal,E,SI1,4.78,4.82,2.99,62.3,57,792
1.2,Premium,I,VS2,6.79,6.75,4.15,61.3,60,4131
1,Ideal,F,SI1,6.37,6.43,3.97,62,57,5197
0.57,Very Good,F,VS1,5.27,5.31,3.34,63.2,56,1741
0.92,Very Good,H,VS2,6.17,6.11,3.89,63.4,57,4173
0.3,Good,G,VVS1,4.25,4.28,2.69,63.1,56,789
1.01,Premium,J,SI2,6.51,6.45,3.84,59.3,56,2683
1.02,Good,F,SI1,6.28,6.32,4.05,64.3,58,4936
1.51,Premium,F,SI2,7.36,7.3,4.53,61.8,59,7441
2.22,Very Good,J,SI2,8.29,8.33,5.22,62.8,57,13579
1.3,Premium,F,VVS1,7.11,7.08,4.22,59.3,59,14196
2.11,Ideal,J,VS1,8.2,8.23,5.07,61.8,56.2,15766
0.51,Premium,G,VVS2,5.18,5.13,3.18,61.7,58,1974
1.03,Ideal,H,SI1,6.43,6.5,4.01,62,56,4900
0.7,Premium,F,SI1,5.69,5.63,3.53,62.4,56,2596
0.91,Ideal,E,SI2,6.2,6.24,3.87,62.2,57,3800
0.71,Good,G,IF,5.82,5.95,3.4,57.8,62,3583
1.02,Ideal,D,VS2,6.46,6.49,3.99,61.5,56,9502
0.7,Very Good,E,VS2,5.67,5.7,3.51,61.7,60,2513
0.32,Premium,G,VS1,4.36,4.4,2.69,61.4,58,645
1.01,Very Good,E,SI1,6.36,6.41,4,62.6,57,4912
0.74,Ideal,I,VS1,5.84,5.88,3.56,60.7,55,2609
0.32,Ideal,F,VS1,4.39,4.42,2.71,61.6,57,716
0.71,Premium,E,VS2,5.74,5.68,3.58,62.7,58,2776
0.32,Ideal,G,VVS2,4.41,4.38,2.72,61.9,57,936
0.38,Ideal,D,VVS2,4.73,4.63,2.87,61.3,56,1257
1.82,Ideal,F,SI1,7.8,7.84,4.83,61.8,58,15802
0.44,Premium,I,VS1,4.88,4.83,3.05,62.8,56,1040
0.83,Good,E,SI1,5.95,5.89,3.77,63.7,59,3250
0.31,Premium,H,VVS2,4.38,4.34,2.64,60.6,60,802
0.53,Ideal,G,VS2,5.23,5.24,3.2,61,55,1625
1.1,Ideal,G,VS1,6.62,6.65,4.08,61.5,57,6984
0.7,Premium,F,SI1,5.69,5.65,3.51,61.9,58,2319
0.74,Premium,E,SI1,5.83,5.79,3.57,61.4,57,2042
0.3,Premium,F,VS2,4.28,4.31,2.67,62.2,58,605
1.2,Ideal,H,VS1,6.85,6.91,4.18,60.8,58,7473
0.3,Good,G,VS2,4.25,4.28,2.69,63.1,56,526
0.3,Ideal,G,VS1,4.32,4.35,2.68,61.8,56,795
0.7,Fair,F,SI2,5.77,5.74,3.35,58.2,66,1920
1.2,Premium,J,VS2,6.9,6.94,4.17,60.3,59,4715
